## n m iters/s (density=0.1)
50 50 183.49
50 100 153.02
50 150 139.72
50 200 125.35
100 50 144.04
100 100 37.26
100 150 34.11
100 200 31.43
150 50 116.90
150 100 32.39
150 150 12.62
150 200 11.63
200 50 98.21
200 100 29.38
200 150 11.57
200 200 4.00

250 50 82.69
250 100 26.42
250 150 10.65
250 200 3.81
250 250 1.34

50  50 116.10
100 250 28.57
150 250 10.90
200 250 3.77
